num,lon,lat
1150,-53.375,-19.125
1151,-53.125,-19.125
1152,-52.875,-19.125
1153,-52.625,-19.125
1154,-51.125,-19.125
1155,-50.875,-19.125
1156,-50.375,-19.125
1157,-50.125,-19.125
1158,-49.875,-19.125
1159,-49.625,-19.125
1160,-49.375,-19.125
1161,-49.125,-19.125
1162,-48.875,-19.125
1163,-48.625,-19.125
1164,-48.375,-19.125
1165,-48.125,-19.125
1166,-47.875,-19.125
1167,-47.625,-19.125
1168,-47.375,-19.125
1169,-47.125,-19.125
1170,-46.875,-19.125
1171,-46.625,-19.125
1172,-46.375,-19.125
1173,-46.125,-19.125
1174,-45.875,-19.125
1175,-45.125,-19.125
1176,-44.875,-19.125
1177,-44.625,-19.125
1178,-44.375,-19.125
1179,-54.875,-19.375
1180,-54.625,-19.375
1181,-54.375,-19.375
1182,-53.875,-19.375
1183,-53.625,-19.375
1184,-53.375,-19.375
1185,-53.125,-19.375
1186,-52.875,-19.375
1187,-52.625,-19.375
1188,-51.125,-19.375
1189,-50.375,-19.375
1190,-50.125,-19.375
1191,-49.375,-19.375
1192,-49.125,-19.375
1193,-48.625,-19.375
1194,-48.375,-19.375
1195,-48.125,-19.375
1196,-47.875,-19.375
1197,-47.625,-19.375
1198,-47.375,-19.375
1199,-47.125,-19.375
1200,-46.875,-19.375
1201,-46.625,-19.375
1202,-46.375,-19.375
1203,-46.125,-19.375
1204,-45.125,-19.375
1205,-44.875,-19.375
1206,-44.625,-19.375
1207,-44.375,-19.375
1208,-44.125,-19.375
1209,-54.625,-19.625
1210,-54.375,-19.625
1211,-54.125,-19.625
1212,-53.875,-19.625
1213,-53.625,-19.625
1214,-53.375,-19.625
1215,-52.875,-19.625
1216,-51.125,-19.625
1217,-50.625,-19.625
1218,-50.375,-19.625
1219,-49.375,-19.625
1220,-48.875,-19.625
1221,-48.625,-19.625
1222,-48.375,-19.625
1223,-48.125,-19.625
1224,-47.875,-19.625
1225,-47.625,-19.625
1226,-47.375,-19.625
1227,-47.125,-19.625
1228,-46.625,-19.625
1229,-46.375,-19.625
1230,-46.125,-19.625
1231,-45.875,-19.625
1232,-45.625,-19.625
1233,-45.375,-19.625
1234,-45.125,-19.625
1235,-44.375,-19.625
1236,-44.125,-19.625
1237,-56.875,-19.875
1238,-56.375,-19.875
1239,-54.375,-19.875
1240,-54.125,-19.875
1241,-53.875,-19.875
1242,-53.625,-19.875
1243,-53.375,-19.875
1244,-53.125,-19.875
1245,-49.125,-19.875
1246,-48.875,-19.875
1247,-48.625,-19.875
1248,-48.375,-19.875
1249,-48.125,-19.875
1250,-47.875,-19.875
1251,-47.625,-19.875
1252,-47.375,-19.875
1253,-47.125,-19.875
1254,-46.875,-19.875
1255,-46.625,-19.875
1256,-46.375,-19.875
1257,-45.875,-19.875
1258,-45.625,-19.875
1259,-45.375,-19.875
1260,-57.125,-20.125
1261,-54.625,-20.125
1262,-54.375,-20.125
1263,-53.125,-20.125
1264,-52.625,-20.125
1265,-52.125,-20.125
1266,-51.375,-20.125
1267,-49.125,-20.125
1268,-48.875,-20.125
1269,-48.625,-20.125
1270,-48.375,-20.125
1271,-48.125,-20.125
1272,-47.875,-20.125
1273,-47.625,-20.125
1274,-47.375,-20.125
1275,-47.125,-20.125
1276,-46.875,-20.125
1277,-46.125,-20.125
1278,-45.875,-20.125
1279,-45.625,-20.125
1280,-56.375,-20.375
1281,-54.875,-20.375
1282,-54.625,-20.375
1283,-54.375,-20.375
1284,-54.125,-20.375
1285,-52.375,-20.375
1286,-50.125,-20.375
1287,-49.875,-20.375
1288,-49.625,-20.375
1289,-48.875,-20.375
1290,-48.625,-20.375
1291,-48.375,-20.375
1292,-48.125,-20.375
1293,-47.875,-20.375
1294,-47.625,-20.375
1295,-47.375,-20.375
1296,-47.125,-20.375
1297,-46.625,-20.375
1298,-46.125,-20.375
1299,-45.875,-20.375
1300,-45.625,-20.375
1301,-56.375,-20.625
1302,-55.375,-20.625
1303,-55.125,-20.625
1304,-54.875,-20.625
1305,-54.625,-20.625
1306,-52.625,-20.625
1307,-49.875,-20.625
1308,-49.375,-20.625
1309,-49.125,-20.625
1310,-48.625,-20.625
1311,-48.375,-20.625
1312,-48.125,-20.625
1313,-47.875,-20.625
1314,-47.625,-20.625
1315,-47.375,-20.625
1316,-46.625,-20.625
1317,-46.375,-20.625
1318,-46.125,-20.625
1319,-45.875,-20.625
1320,-45.625,-20.625
1321,-55.375,-20.875
1322,-55.125,-20.875
1323,-54.875,-20.875
1324,-54.625,-20.875
1325,-54.375,-20.875
1326,-52.875,-20.875
1327,-49.125,-20.875
1328,-48.375,-20.875
1329,-48.125,-20.875
1330,-47.875,-20.875
1331,-47.625,-20.875
1332,-47.375,-20.875
1333,-46.375,-20.875
1334,-46.125,-20.875
1335,-45.875,-20.875
1336,-57.375,-21.125
1337,-56.875,-21.125
1338,-56.625,-21.125
1339,-56.375,-21.125
1340,-55.625,-21.125
1341,-55.375,-21.125
1342,-55.125,-21.125
1343,-54.875,-21.125
1344,-54.625,-21.125
1345,-53.125,-21.125
1346,-48.375,-21.125
1347,-48.125,-21.125
1348,-47.875,-21.125
1349,-47.625,-21.125
1350,-47.375,-21.125
1351,-47.125,-21.125
1352,-57.375,-21.375
1353,-56.625,-21.375
1354,-56.375,-21.375
1355,-55.875,-21.375
1356,-55.625,-21.375
1357,-55.375,-21.375
1358,-55.125,-21.375
1359,-54.875,-21.375
1360,-54.625,-21.375
1361,-54.375,-21.375
1362,-54.125,-21.375
1363,-52.625,-21.375
1364,-52.375,-21.375
1365,-48.875,-21.375
1366,-48.375,-21.375
1367,-48.125,-21.375
1368,-47.875,-21.375
1369,-47.625,-21.375
1370,-47.375,-21.375
1371,-47.125,-21.375
1372,-57.625,-21.625
1373,-56.875,-21.625
1374,-56.625,-21.625
1375,-55.625,-21.625
1376,-55.375,-21.625
1377,-55.125,-21.625
1378,-54.875,-21.625
1379,-54.625,-21.625
1380,-54.375,-21.625
1381,-54.125,-21.625
1382,-53.875,-21.625
1383,-53.375,-21.625
1384,-52.375,-21.625
1385,-49.125,-21.625
1386,-48.875,-21.625
1387,-48.625,-21.625
1388,-48.375,-21.625
1389,-48.125,-21.625
1390,-47.875,-21.625
1391,-47.625,-21.625
1392,-47.375,-21.625
1393,-47.125,-21.625
1394,-57.625,-21.875
1395,-56.875,-21.875
1396,-56.625,-21.875
1397,-55.875,-21.875
1398,-55.625,-21.875
1399,-55.375,-21.875
1400,-55.125,-21.875
1401,-54.625,-21.875
1402,-53.875,-21.875
1403,-53.625,-21.875
1404,-53.375,-21.875
1405,-53.125,-21.875
1406,-52.875,-21.875
1407,-52.625,-21.875
1408,-48.625,-21.875
1409,-48.375,-21.875
1410,-48.125,-21.875
1411,-47.875,-21.875
1412,-47.625,-21.875
1413,-47.125,-21.875
1414,-46.875,-21.875
1415,-56.125,-22.125
1416,-55.875,-22.125
1417,-55.625,-22.125
1418,-55.375,-22.125
1419,-55.125,-22.125
1420,-51.125,-22.125
1421,-48.625,-22.125
1422,-48.375,-22.125
1423,-48.125,-22.125
1424,-47.875,-22.125
1425,-47.125,-22.125
1426,-46.875,-22.125
1427,-55.625,-22.375
1428,-55.375,-22.375
1429,-54.875,-22.375
1430,-51.125,-22.375
1431,-50.875,-22.375
1432,-50.625,-22.375
1433,-50.375,-22.375
1434,-48.875,-22.375
1435,-48.125,-22.375
1436,-47.125,-22.375
1437,-46.875,-22.375
1438,-55.625,-22.625
1439,-50.625,-22.625
1440,-50.375,-22.625
1441,-50.125,-22.625
1442,-49.875,-22.625
1443,-49.625,-22.625
1444,-49.125,-22.625
1445,-48.875,-22.625
1446,-48.375,-22.625
1447,-48.125,-22.625
1448,-47.875,-22.625
1449,-47.375,-22.625
1450,-47.125,-22.625
1451,-49.375,-22.875
1452,-49.125,-22.875
1453,-48.875,-22.875
1454,-48.625,-22.875
1455,-48.375,-22.875
1456,-48.125,-22.875
1457,-49.125,-23.125
1458,-48.875,-23.125
1459,-49.125,-23.375
1460,-48.875,-23.375
1461,-49.125,-23.625
1462,-48.875,-23.625
1463,-48.625,-23.625
1464,-48.125,-23.625
1465,-49.375,-23.875
1466,-49.125,-23.875
1467,-48.875,-23.875
1468,-48.625,-23.875
1469,-49.875,-24.125
1470,-49.375,-24.125
1471,-49.125,-24.125
1472,-50.125,-24.375
1473,-49.875,-24.375
